DeSPAC Ticker,DeSPAC Company,SPAC Ticker/Name,Pre-Merger Name,Compl. Date,Comm. Rtrn %,Ann. Return %,Comm. Price,Comm. % Chg,Mkt. Cap,Warr. Status,Warr. Price,IPO Date,IPO Size (M),Target Focus,Prom. Leaders,Underwriters,Clos. PR Link,SEC Filings,Post-Close S-1 File Date,S-1 Effective Date,Warr. Ex. Date,Warr. Ex D.L.
OPEN,Opendoor Technologies Inc.,IPOB Social Capital Hedosophia Hldgs II Corp,Opendoor Labs Inc.,12/18/2020,-25.20%,-13.50%,$7.48 ,10.20%,"$4,638,585,071 ",,,4/28/2020,$414.00 ,"Tech, United States","Chamath Palihapitiya (Managing Partner, ...",Credit Suisse,Clos. PR Link,SEC Filings,,,,7/9/2021
CLVR,"Clever Leaves Holdings, Inc.",SAMA Schultze Special Purpose Acquisition Corp,,12/18/2020,-90.00%,-27.70%,$1.00 ,-3.40%,"$26,716,885 ",Warrants Trading,$0.21 ,12/10/2018,$130.00 ,Restructured Companies,,"EarlyBirdCapital, BTIG",Clos. PR Link,SEC Filings,,,1/18/2021,
BFI,BurgerFi International,OPES Opes Acquisition Corp,,12/17/2020,-50.80%,-12.70%,$4.92 ,4.70%,"$104,615,928 ",Warrants Trading,$0.74 ,3/13/2018,$100.00 ,Mexico,,"EarlyBirdCapital, Chardan",Clos. PR Link,SEC Filings,,,1/17/2021,
SKLZ,Skillz,FEAC Flying Eagle Acquisition Corp,,12/16/2020,-73.60%,-36.60%,$2.64 ,8.20%,"$976,244,882 ",,,3/6/2020,$690.00 ,,"Jeff Sagansky, Harry Sloan (Former CEO o...","Goldman Sachs, Deutsche Bank",Clos. PR Link,SEC Filings,,,,8/16/2021
RVPH,"Reviva Pharmaceuticals Holdings, Inc.",TZAC Tenzing Acquisition Corp,,12/14/2020,-82.20%,-23.10%,$1.78 ,1.70%,"$26,937,249 ",Warrants Trading,$0.18 ,8/20/2018,$55.00 ,India,,Maxim,Clos. PR Link,SEC Filings,,,1/14/2021,
DM,Desktop Metal Inc.,TRNE Trine Acquisition Corp,,12/10/2020,-58.20%,-18.80%,$4.18 ,5.80%,"$1,300,039,920 ",,,2/1/2019,$261.00 ,"Media, Communications",Leo Hindery (Managing Partner of InterMe...,"BTIG, Cantor",Clos. PR Link,SEC Filings,,,,3/29/2021
HTOO,Fusion Fuel Green PLC,HCCH HL Acquisitions Corp,,12/10/2020,-13.00%,-3.50%,$8.70 ,11.40%,"$95,123,816 ",Warrants Trading,$2.55 ,7/2/2018,$55.00 ,"Energy, Hydrocarbon Logistics and Proces...",,EarlyBirdCapital,Clos. PR Link,SEC Filings,,,1/10/2021,
LAZR,"Luminar Technologies, Inc.","GMHI Gores Metropoulos, Inc",,12/2/2020,32.70%,10.50%,$13.27 ,3.70%,"$3,347,390,303 ",,,2/1/2019,$400.00 ,Consumer Products and Services,Alec Gores (Founder of The Gores Group),"Deutsche Bank, Credit Suisse",Clos. PR Link,SEC Filings,,,,3/16/2021
QS,QuantumScape,KCAC Kensington Acquisition Corp,,11/27/2020,60.10%,35.30%,$16.01 ,7.90%,"$5,353,566,865 ",,,6/26/2020,$230.00 ,Automotive,"Justin Mirro (Former Chairman, Pure Powe...","UBS, Stifel",Clos. PR Link,SEC Filings,,,,8/24/2021
ID,"PARTS iD, Inc.",LGC Legacy Acquisition Corp,Onyx Enterprises Int’l Corp. (d/b/a CARiD.com),11/20/2020,-81.60%,-18.90%,$1.84 ,-2.90%,"$61,039,159 ",Warrants Trading,$1.76 ,11/17/2017,$300.00 ,Consumer Goods,,"Wells Fargo Securities, Cantor & Co., St...",Clos. PR Link,SEC Filings,,,,
UK,Ucommune International Ltd,ORSN Orisun Acquisition Corp,,11/18/2020,-96.00%,-36.90%,$0.40 ,1.00%,"$31,175,083 ",Warrants Trading,$0.07 ,8/2/2019,$40.00 ,Tech,,Chardan,Clos. PR Link,SEC Filings,7/2/2021,3/22/2021,12/18/2020,
MP,MP Materials Corp.,FVAC Fortress Value Acquisition Corp,,11/17/2020,354.80%,191.00%,$45.48 ,3.90%,"$8,073,836,682 ",Warrants Trading,$20.33 ,4/30/2020,$345.00 ,,Fortress,"Deutsche Bank, Morgan Stanley",Clos. PR Link,SEC Filings,,,,6/4/2021
GCMG,GCM Grosvenor Inc.,CFFA CF Finance Acquisition Corp,,11/17/2020,2.70%,0.80%,$10.27 ,2.20%,"$452,252,175 ",Warrants Trading,$1.48 ,12/13/2018,$250.00 ,"Finance, Real Estate, Insurance, Fintech","Howard Lutnick (CEO, Cantor)",Cantor,Clos. PR Link,SEC Filings,,,12/17/2020,
EOSE,"Eos Energy Enterprises, Inc.",BMRG B Riley Principal Merger II Corp,"Eos Energy Storage, LLC",11/16/2020,-66.00%,-36.60%,$3.40 ,0.60%,"$183,457,244 ",Warrants Trading,$1.00 ,5/20/2020,$176.80 ,,B. Riley Financial,B. Riley FBR,Clos. PR Link,SEC Filings,,,5/20/2021,
ATNF,180 Life Sciences Corp.,KBLM KBL Merger Corp IV,,11/9/2020,-70.10%,-14.70%,$2.99 ,2.70%,"$101,709,203 ",Warrants Trading,$0.67 ,6/1/2017,$100.00 ,Healthcare,,"Ladenburg Thalmann, B. Riley FBR",Clos. PR Link,SEC Filings,7/20/2021,7/27/2021,12/9/2020,
TLMD,"SOC Telemed, Inc.",HCCO Healthcare Merger Corp.,,10/30/2020,-70.80%,-31.60%,$2.92 ,0.70%,"$294,452,511 ",Warrants Trading,$0.75 ,12/12/2019,$250.00 ,Healthcare,,Cantor,Clos. PR Link,SEC Filings,,,12/12/2020,
FSR,Fisker Inc.,SPAQ Spartan Energy Acquisition Corp,,10/28/2020,14.60%,4.10%,$11.46 ,5.20%,"$1,884,465,004 ",,,8/9/2018,$552.00 ,Energy,"Apollo Global Management, Inc.","Citigroup, Credit Suisse",Clos. PR Link,SEC Filings,,,,4/19/2021
ADV,Advantage Solutions Inc,CPAA Conyers Park II Acquisition Corp.,,10/28/2020,-38.90%,-14.70%,$6.11 ,11.10%,"$1,946,484,488 ",Warrants Trading,$0.88 ,7/17/2019,$402.50 ,Consumer,"Centerview Capital, James Kilts (Partner...","Deutsche Bank, Goldman Sachs",Clos. PR Link,SEC Filings,,,11/28/2020,
CERE,Cerevel Therapeutics,ARYB ARYA Sciences Acquisition Corp II,,10/26/2020,249.40%,141.80%,$34.94 ,13.50%,"$5,171,367,096 ",,,6/5/2020,$149.50 ,Healthcare,Perceptive Advisors,"Jefferies, Goldman Sachs",Clos. PR Link,SEC Filings,,,,8/30/2021
RIDE,Lordstown Motors Corp.,DPHC DiamondPeak Holdings Corp.,,10/23/2020,-76.50%,-25.30%,$2.35 ,8.30%,"$461,728,181 ",,,2/28/2019,$280.00 ,Real Estate,,Deutsche Bank,Clos. PR Link,SEC Filings,,,11/23/2020,1/15/2021
PAYA,Paya Holdings Inc.,FTAC FinTech Acquisition Corp III,,10/16/2020,-45.60%,-13.80%,$5.44 ,7.90%,"$718,187,810 ",,,11/16/2018,$345.00 ,Fintech,"Betsy Cohen (Founder/Fmr CEO Bancorp), D...",Cantor,Clos. PR Link,SEC Filings,,,11/16/2020,
TTCF,"Tattooed Chef, Inc",FMCI Forum Merger II Corporation,Ittella International,10/15/2020,26.40%,7.30%,$12.64 ,0.80%,"$1,036,257,435 ",,,8/3/2018,$200.00 ,,Marshall Kiev and David Boris (Forum I &...,"Jefferies, EarlyBirdCapital",Clos. PR Link,SEC Filings,,,,2/16/2021
CURI,CuriosityStream Inc.,SAQN Software Acquisition Group Inc,,10/14/2020,-66.80%,-29.00%,$3.32 ,4.10%,"$174,699,486 ",Warrants Trading,$0.54 ,11/19/2019,$149.50 ,"Software, Tech",,B. Riley FBR,Clos. PR Link,SEC Filings,,,11/19/2020,
SFT,Shift Technologies,INSU Insurance Acquisition Corp.,,10/13/2020,-82.00%,-27.60%,$1.80 ,2.90%,"$146,353,590 ",,,3/20/2019,$150.70 ,Insurance,Cohen & Company,Cantor,Clos. PR Link,SEC Filings,,,11/13/2020,1/8/2020
MPLN,MultiPlan Corporation,CCXX Churchill Capital III Corp,,10/8/2020,-50.00%,-24.20%,$5.00 ,4.00%,"$3,192,977,250 ",Warrants Trading,$1.12 ,2/14/2020,"$1,100.00 ",,Michael Klein (Former Co-CEO of Citi Mar...,"Citigroup, Goldman Sachs",Clos. PR Link,SEC Filings,,,2/14/2021,
HYLN,Hyliion,SHLL Tortoise Acquisition Corp,,10/1/2020,-57.90%,-19.10%,$4.21 ,5.50%,"$730,721,815 ",,,2/27/2019,$233.00 ,Energy,Vincent T. Cubbage (Tortoise Capital Adv...,"Barclays, Goldman Sachs",Clos. PR Link,SEC Filings,,,,12/30/2020
EQOS,Diginex Limited,JFK 8I Enterprises Acquisition Corp,,10/1/2020,-82.10%,-21.90%,$1.79 ,7.80%,"$69,895,480 ",,,6/12/2018,$50.00 ,Tech,,Chardan,Clos. PR Link,SEC Filings,,,,3/26/2021
VLDR,"Velodyne Lidar, Inc",GRAF Graf Industrial Corp,,9/29/2020,-79.10%,-21.10%,$2.09 ,1.50%,"$414,115,840 ",Warrants Trading,$0.92 ,6/12/2018,$243.80 ,Industrial,James Graf,"EarlyBirdCapital, Oppenheimer",Clos. PR Link,SEC Filings,,,10/29/2020,
GB,Global Blue Group,FPAC Far Point Acquisition Corp,,8/28/2020,-46.90%,-12.50%,$5.31 ,6.20%,"$958,640,648 ",Warrants Trading,$0.44 ,6/12/2018,$632.50 ,"Fintech, Tech, Financial Services","Dan Loeb (Founder, Third Point), Thomas ...","Credit Suisse, BofA Merrill Lynch",Clos. PR Link,SEC Filings,,,9/28/2020,
UTZ,"Utz Brands, Inc",CCH Collier Creek Holdings,"Utz Quality Foods, LLC",8/28/2020,53.60%,15.60%,$15.36 ,6.40%,"$1,207,252,608 ",,,10/5/2018,$440.00 ,Consumer Goods,Chinh Chu (Former Managing Director at B...,"Citigroup, Credit Suisse, BofA Merrill L...",Clos. PR Link,SEC Filings,,,9/28/2020,
HPK,"HighPeak Energy, Inc.",PACQ Pure Acquisition Corp,,8/24/2020,132.50%,32.50%,$23.25 ,-7.40%,"$2,263,949,615 ",Warrants Trading,$12.50 ,2/12/2018,$414.00 ,"Oil and Gas, Energy",,"Oppenheimer, EarlyBirdCapital",Clos. PR Link,SEC Filings,,,9/24/2020,
DMS,"Digital Media Solutions, Inc.",LHC Leo Holdings Corp.,,7/15/2020,-69.00%,-16.90%,$3.10 ,3.30%,"$112,192,686 ",Warrants Trading,$0.35 ,2/12/2018,$200.00 ,,"Lyndon Lea (Founder, Lion Capital), Robe...",Citigroup,Clos. PR Link,SEC Filings,,,8/15/2020,
HOFV,Hall of Fame Resort & Entertainment Company,GPAQ Gordon Pointe Acquisition Corp.,,7/1/2020,-90.50%,-22.00%,$0.95 ,3.50%,"$90,328,967 ",Warrants Trading,$0.17 ,1/25/2018,$125.00 ,FinTech,James Dolan,B. Riley FBR,Clos. PR Link,SEC Filings,,,8/1/2020,
IMTX,Immatics N.V.,ARYA ARYA Sciences Acquisition Corp,Immatics Biotechnologies GmbH,7/1/2020,-26.90%,-7.80%,$7.31 ,1.70%,"$459,861,990 ",Warrants Trading,$1.42 ,10/4/2018,$143.80 ,Healthcare,Perceptive Advisors,"Jefferies, Chardan",Clos. PR Link,SEC Filings,,,8/1/2020,
FREE,Whole Earth Brands Inc,ACTT Act II Global Acquisition Corp,"Merisant Company, MAFCO Worldwide (Subsidiaries of Flavors Holdings Inc.)",6/25/2020,-8.90%,-3.10%,$9.11 ,4.00%,"$350,529,916 ",Warrants Trading,$0.73 ,4/25/2019,$300.00 ,"Consumer packaged goods, Hospitality, Re...","Irwin Simon (Founder, Hain Celestial Gro...","JP Morgan, Cantor Fitzgerald",Clos. PR Link,SEC Filings,,,7/25/2020,
LGHL,Lion Group Holding Ltd,PAAC Proficient Alpha Acquisition Corp,Lion Financial Group,6/18/2020,-91.90%,-33.00%,$0.81 ,12.60%,"$23,855,542 ",Warrants Trading,$0.09 ,5/29/2019,$115.00 ,"China, Financial Services",,"I-Bankers, EarlyBirdCapital",Clos. PR Link,SEC Filings,,,7/18/2020,
LPRO,Open Lending Corp.,NEBU Nebula Acquisition Corporation,,6/10/2020,93.50%,22.50%,$19.35 ,4.90%,"$2,442,317,429 ",,,1/9/2018,$250.00 ,Tech,True Wind Capital,"Deutsche Bank, Goldman Sachs",Clos. PR Link,SEC Filings,,,,9/8/2020
NKLA,Nikola Corporation,VTIQ VectoIQ Acquisition Corp,,6/3/2020,-21.30%,-5.60%,$7.87 ,4.20%,"$3,182,452,381 ",,,5/15/2018,$230.00 ,,Stephen Girsky (CEO VectoIQ; Former Vice...,"Cowen, Chardan",Clos. PR Link,SEC Filings,,,,8/21/2020
HYMC,Hycroft Mining Holding Corporation,MUDS Mudrick Capital Acquisition Corporation,,5/29/2020,-93.70%,-22.90%,$0.63 ,-37.00%,"$38,058,881 ",Warrants Trading,$0.07 ,2/7/2018,$200.00 ,Post-Restructured companies,,Cantor,Clos. PR Link,SEC Filings,,,6/29/2020,
SJ,Scienjoy Holding Corp,HHHH Wealthbridge Acquisition Limited,,5/7/2020,-59.60%,-19.30%,$4.04 ,-2.70%,$0 ,,,2/6/2019,$50.00 ,"Air Transportation, China",,Chardan,Clos. PR Link,SEC Filings,,,,
DKNG,DraftKings Inc,DEAC Diamond Eagle Acquisition Corp,DraftKings and SBTech,4/23/2020,77.80%,27.50%,$17.78 ,2.30%,"$7,266,280,065 ",,,5/10/2019,$400.00 ,"Online Casino, Sports Betting","Jeff Sagansky, Harry Sloan (Former CEO o...","Deutsche Bank, Goldman Sachs",Clos. PR Link,SEC Filings,,,,6/6/2020
AVCT,American Virtual Cloud Technologies,WRLS Pensare Acquisition Corp.,"Stratos Management Systems, Inc.",4/17/2020,-91.90%,-19.90%,$0.81 ,-6.80%,"$72,507,361 ",Warrants Trading,$0.14 ,7/27/2017,$310.50 ,Telecom,,EarlyBirdCapital,Clos. PR Link,SEC Filings,,,5/17/2020,
METX,Meten EdtechX Education Group,EDTX EdTechx Holdings Acquisition Corp,Meten Education,3/30/2020,-98.30%,-28.70%,$0.17 ,2.40%,"$53,251,045 ",Warrants Trading,$0.11 ,10/5/2018,$55.00 ,EdTech,,"Chardan, I-Bankers",Clos. PR Link,SEC Filings,,,4/30/2020,
IGIC,International General Insuranc Hldgs Ltd,TIBR Tiberius Acquisition Corporation,International General Insurance Holdings Ltd,3/17/2020,-26.50%,-6.60%,$7.35 ,-2.50%,"$359,307,991 ",,,3/15/2018,$150.00 ,,,"Cantor, Dowling and Partners",Clos. PR Link,SEC Filings,,,4/17/2020,
BWMX,Betterware De Mexico,DDMX DD3 Acquisition Corp.,,3/13/2020,85.70%,25.10%,$18.57 ,3.10%,"$679,382,856 ",,,10/11/2018,$50.00 ,Mexico,,EarlyBirdCapital,Clos. PR Link,SEC Filings,,,,11/9/2020
GDYN,"Grid Dynamics Holdings, Inc",CTAC ChaSerg Technology Acquisition Corp.,,3/5/2020,13.30%,3.90%,$11.33 ,7.70%,"$758,592,921 ",,,10/4/2018,$200.00 ,Tech,,Cantor,Clos. PR Link,SEC Filings,,,4/5/2020,
GSMG,Glory Star New Media Group,TKKS TKK Symphony Acquisition Corporation,,2/15/2020,-89.70%,-25.20%,$1.03 ,-2.80%,"$70,166,074 ",Warrants Trading,$0.06 ,8/16/2018,$220.00 ,"Consumer Products, China",,EarlyBirdCapital,Clos. PR Link,SEC Filings,,,3/15/2020,
ATCX,Atlas Technical Consultants,BWMC Boxwood Merger Corp,Atlas Intermediate Holdings,2/14/2020,12.30%,3.70%,$11.23 ,3.00%,"$377,510,061 ",,,11/15/2018,$200.00 ,"Technical Services, Industrial Services","Steve Kadenacy (Former COO, AECOM)","BofA Merrill Lynch, Morgan Stanley, Macq...",Clos. PR Link,SEC Filings,,,,
ALTG,Alta Equipment Group Inc,BRPM B. Riley Principal Merger Corp,,2/14/2020,23.50%,8.10%,$12.35 ,3.00%,"$399,687,694 ",,,4/9/2019,$143.80 ,,Kenneth Young (President of B. Riley Fin...,B. Riley FBR,Clos. PR Link,SEC Filings,,,4/9/2020,
VRT,Vertiv Holdings Co,GSAH GS Acquisition Holdings Corp,Veritiv Holdings (Platinum Equity Portfolio Company),2/10/2020,9.20%,2.50%,$10.92 ,7.20%,"$4,105,832,247 ",,,6/8/2018,$600.00 ,,"Goldman Sachs, David Cote (Former CEO, H...",Goldman Sachs,Clos. PR Link,SEC Filings,,,,1/18/2021
PAE,PAE Inc,GRSH Gores Holdings III,PAE (Platinum Equity Portfolio Company),2/10/2020,,,,,,,,9/6/2018,$375.00 ,,Gores Group,Deutsche Bank,Clos. PR Link,SEC Filings,,,3/10/2020,
VVNT,Vivint Smart Home,MOSC Mosaic Acquisition Corp.,,1/17/2020,-30.00%,-6.90%,$7.00 ,2.80%,"$1,461,142,886 ",,,10/29/2017,$345.00 ,,Fortress,"Deutsche Bank, RBC Capital Markets, JP M...",Clos. PR Link,SEC Filings,,,,1/7/2021
